date,HLY_TEMP_NORMAL_SF,HLY_TEMP_10PCTL_SF,HLY_TEMP_90PCTL_SF,HLY_DEWP_NORMAL_SF,HLY_DEWP_10PCTL_SF,HLY_DEWP_90PCTL_SF,HLY_PRES_NORMAL_SF,HLY_PRES_10PCTL_SF,HLY_PRES_90PCTL_SF,HLY_CLDH_NORMAL_SF,HLY_HTDH_NORMAL_SF,HLY_CLOD_PCTCLR_SF,HLY_CLOD_PCTFEW_SF,HLY_CLOD_PCTSCT_SF,HLY_CLOD_PCTBKN_SF,HLY_CLOD_PCTOVC_SF,HLY_HIDX_NORMAL_SF,HLY_WCHL_NORMAL_SF,HLY_WIND_AVGSPD_SF,HLY_WIND_PCTCLM_SF,HLY_WIND_VCTDIR_SF,HLY_WIND_VCTSPD_SF,HLY_WIND_1STDIR_SF,HLY_WIND_1STPCT_SF,HLY_WIND_2NDDIR_SF,HLY_WIND_2NDPCT_SF
12-21T16:00:00,54.4,50.0,59.0,43.1,35.1,51.1,1019.6,1012.0,1026.3,0.0,10.6,10.5,15.6,15.3,33.6,24.9,54.4,53.9,8.0,18.9,285.0,2.0,7.0,18.1,1.0,15.2
12-21T17:00:00,53.2,48.9,57.9,43.3,36.0,51.1,1019.7,1012.0,1026.4,0.0,11.8,12.0,20.6,18.7,26.5,22.2,53.2,52.5,8.3,15.4,287.0,2.4,7.0,23.5,2.0,12.2
12-21T18:00:00,52.4,48.0,57.0,43.5,36.0,51.1,1019.9,1012.4,1026.6,0.0,12.5,18.2,20.5,16.4,21.7,23.3,52.4,51.4,8.3,12.7,271.0,2.3,7.0,25.1,5.0,11.7
12-21T19:00:00,51.7,46.9,55.9,43.5,36.0,51.1,1020.1,1012.5,1026.9,0.0,13.3,28.3,17.2,13.4,20.7,20.5,51.7,50.4,7.9,13.6,261.0,1.8,7.0,22.8,5.0,12.4
12-21T20:00:00,51.1,46.0,55.9,43.1,35.1,51.1,1020.2,1012.5,1027.1,0.0,13.9,31.6,15.0,15.5,17.5,20.3,51.1,49.8,7.3,18.7,255.0,1.5,7.0,19.5,4.0,13.6
12-21T21:00:00,50.5,46.0,55.0,42.8,35.1,51.1,1020.4,1012.5,1027.3,0.0,14.5,32.2,16.0,15.2,15.2,21.2,50.5,49.1,7.1,18.7,239.0,1.6,7.0,17.7,5.0,16.4
12-21T22:00:00,49.9,45.0,55.0,42.6,35.1,50.0,1020.6,1012.6,1027.4,0.0,15.1,31.3,15.2,11.3,20.4,21.8,49.9,48.5,6.6,21.8,230.0,0.8,4.0,16.0,7.0,13.9
12-21T23:00:00,49.4,44.1,54.0,42.5,34.0,50.0,1020.7,1012.8,1027.6,0.0,15.6,36.5,13.9,11.8,16.6,21.2,49.4,48.0,6.4,25.1,204.0,1.0,4.0,16.3,5.0,13.1
12-22T00:00:00,49.0,43.0,54.0,42.4,34.0,50.0,1020.6,1012.7,1027.6,0.0,16.0,35.1,13.8,11.0,16.8,23.3,49.0,47.6,6.3,24.7,190.0,1.2,4.0,19.6,5.0,13.7
12-22T01:00:00,48.6,43.0,55.0,42.3,34.0,50.0,1020.4,1012.0,1027.4,0.0,16.4,34.9,15.8,9.8,14.8,24.6,48.6,47.2,6.4,25.1,179.0,1.0,4.0,18.2,5.0,13.4
12-22T02:00:00,47.7,42.1,55.0,41.9,33.1,50.0,1020.5,1012.3,1027.5,0.0,17.3,33.5,16.8,11.2,15.5,23.1,47.7,46.0,6.5,24.9,176.0,0.9,4.0,17.7,7.0,11.3
12-22T03:00:00,47.3,41.0,54.0,41.7,33.1,50.0,1020.5,1012.5,1027.3,0.0,17.7,33.1,18.0,8.3,16.0,24.6,47.3,45.5,6.3,24.7,186.0,0.9,4.0,16.1,5.0,13.1
12-22T04:00:00,46.9,39.9,54.0,41.5,33.1,50.0,1020.3,1012.5,1027.2,0.0,18.1,29.7,16.9,8.2,17.6,27.5,46.9,45.0,6.2,23.4,174.0,0.7,4.0,18.6,7.0,12.9
12-22T05:00:00,46.8,39.9,53.1,41.4,33.1,50.0,1020.2,1012.1,1026.9,0.0,18.2,32.3,16.7,10.1,17.4,23.5,46.8,44.9,6.2,25.3,162.0,1.0,4.0,18.6,7.0,12.6
12-22T06:00:00,46.6,39.9,54.0,41.3,33.1,50.0,1020.4,1012.1,1027.1,0.0,18.4,29.5,17.9,13.6,16.2,22.7,46.6,44.8,5.9,24.9,164.0,0.9,4.0,18.0,5.0,12.1
12-22T07:00:00,46.9,41.0,53.1,41.6,33.1,50.0,1020.6,1011.8,1027.4,0.0,18.1,16.3,25.3,16.1,19.6,22.7,46.9,45.1,6.0,26.2,141.0,0.9,4.0,21.0,5.0,9.9
12-22T08:00:00,47.3,41.0,54.0,41.7,33.1,50.0,1020.9,1012.2,1027.5,0.0,17.7,14.1,19.4,13.3,30.1,23.1,47.3,45.4,6.2,24.2,137.0,1.5,4.0,22.2,5.0,14.9
12-22T09:00:00,49.1,44.1,54.0,42.4,34.0,50.0,1021.4,1013.0,1028.0,0.0,15.9,13.6,18.8,17.3,25.9,24.3,49.1,47.6,6.6,22.5,120.0,1.9,4.0,25.7,3.0,15.3
12-22T10:00:00,50.8,46.0,55.9,42.6,33.1,51.1,1021.8,1013.3,1028.4,0.0,14.2,13.0,19.2,14.4,28.9,24.5,50.8,49.5,7.2,17.8,93.0,1.8,3.0,23.8,4.0,20.1
12-22T11:00:00,51.9,46.9,57.0,42.8,34.0,51.1,1021.6,1013.1,1028.3,0.0,13.1,14.8,20.7,15.8,25.9,22.8,51.9,51.1,7.3,13.6,78.0,1.7,3.0,26.5,2.0,16.8
12-22T12:00:00,52.9,48.0,57.9,42.9,33.1,51.1,1020.8,1012.5,1027.4,0.0,12.1,15.5,19.6,12.6,29.1,23.2,52.9,52.2,7.6,9.6,68.0,1.2,3.0,24.2,2.0,21.7
12-22T13:00:00,53.8,48.9,59.0,42.7,33.1,51.1,1020.1,1011.7,1026.8,0.0,11.2,11.7,22.5,13.8,28.7,23.2,53.8,53.3,7.8,14.4,15.0,0.9,2.0,22.1,1.0,17.7
12-22T14:00:00,54.4,48.9,59.0,42.9,34.0,51.1,1019.6,1011.5,1026.4,0.0,10.6,12.8,23.0,13.3,26.6,24.3,54.4,53.9,7.9,16.0,336.0,1.0,2.0,20.2,1.0,18.3
12-22T15:00:00,54.7,50.0,60.1,42.9,33.1,51.1,1019.5,1011.8,1026.2,0.0,10.3,13.3,17.5,17.8,27.9,23.6,54.7,54.3,7.9,19.4,311.0,1.4,1.0,18.0,2.0,15.8
12-22T16:00:00,54.3,50.0,59.0,43.0,34.0,51.1,1019.5,1011.4,1026.3,0.0,10.7,11.2,15.6,15.4,32.3,25.5,54.3,53.8,7.8,20.0,284.0,1.9,7.0,17.1,1.0,15.0
12-22T17:00:00,53.2,48.9,57.9,43.2,35.1,51.1,1019.6,1011.9,1026.2,0.0,11.8,12.9,20.1,18.8,25.5,22.8,53.2,52.4,8.1,15.8,287.0,2.3,7.0,22.6,1.0,12.2
12-22T18:00:00,52.4,48.0,57.0,43.4,35.1,51.1,1019.8,1012.2,1026.5,0.0,12.6,18.4,20.9,16.6,20.7,23.5,52.4,51.4,8.1,12.7,272.0,2.3,7.0,25.3,4.0,12.1
12-22T19:00:00,51.6,46.9,55.9,43.4,36.0,51.1,1019.9,1012.3,1026.7,0.0,13.4,28.3,17.9,12.1,19.9,21.7,51.6,50.3,7.7,14.4,260.0,1.7,7.0,22.6,4.0,13.2
12-22T20:00:00,51.1,46.0,55.0,43.0,35.1,51.1,1020.1,1012.2,1027.0,0.0,13.9,31.3,15.3,14.5,17.0,21.8,51.1,49.8,7.1,20.0,257.0,1.3,7.0,18.8,4.0,13.8
12-22T21:00:00,50.4,46.0,55.0,42.8,34.0,50.0,1020.3,1012.4,1027.1,0.0,14.6,32.4,16.0,13.7,15.2,22.7,50.4,49.0,7.1,19.3,239.0,1.5,7.0,18.3,5.0,16.5
12-22T22:00:00,49.9,45.0,55.0,42.6,35.1,50.0,1020.4,1012.3,1027.4,0.0,15.1,31.1,15.8,11.2,18.9,23.1,49.9,48.4,6.5,22.7,234.0,0.8,4.0,15.8,7.0,14.2
12-22T23:00:00,49.3,44.1,54.0,42.5,34.0,50.0,1020.5,1012.5,1027.4,0.0,15.7,36.2,14.1,11.6,16.1,22.1,49.3,47.9,6.3,26.2,208.0,0.9,4.0,16.3,5.0,12.1
12-23T00:00:00,48.9,43.0,54.0,42.4,34.0,50.0,1020.4,1012.1,1027.4,0.0,16.1,35.4,13.8,10.8,16.3,23.6,48.9,47.4,6.3,24.0,192.0,1.1,4.0,18.9,5.0,14.5
12-23T01:00:00,48.6,43.0,54.0,42.3,34.0,50.0,1020.2,1011.9,1027.3,0.0,16.4,34.7,16.3,9.8,13.1,26.1,48.6,47.1,6.3,25.8,181.0,0.9,4.0,17.2,5.0,12.8
12-23T02:00:00,47.7,42.1,54.0,41.9,33.1,50.0,1020.3,1012.1,1027.4,0.0,17.3,33.1,16.4,11.4,14.9,24.2,47.7,45.9,6.4,26.0,182.0,0.7,4.0,16.7,7.0,11.3
12-23T03:00:00,47.3,41.0,54.0,41.7,33.1,50.0,1020.4,1012.3,1027.2,0.0,17.7,32.4,17.7,8.2,16.7,24.9,47.3,45.5,6.3,25.6,187.0,0.8,4.0,15.8,5.0,13.3
12-23T04:00:00,46.9,39.9,54.0,41.5,32.0,50.0,1020.2,1012.2,1027.1,0.0,18.1,29.2,16.6,9.6,16.6,28.0,46.9,45.0,6.1,24.9,170.0,0.6,4.0,17.9,7.0,12.3
12-23T05:00:00,46.7,39.9,53.1,41.4,33.1,50.0,1020.1,1011.9,1026.9,0.0,18.3,32.1,16.4,10.9,16.7,24.0,46.7,44.9,6.3,24.9,163.0,0.8,4.0,18.3,7.0,12.2
12-23T06:00:00,46.6,39.9,54.0,41.4,33.1,50.0,1020.3,1012.2,1027.0,0.0,18.4,28.9,17.6,13.8,16.3,23.4,46.6,44.8,6.0,23.6,169.0,0.7,4.0,18.2,5.0,11.7
12-23T07:00:00,46.9,41.0,53.1,41.6,33.1,50.0,1020.5,1011.9,1027.3,0.0,18.1,16.0,25.1,16.5,18.5,23.9,46.9,45.0,6.0,26.7,141.0,0.8,4.0,21.1,5.0,9.9
12-23T08:00:00,47.3,41.0,54.0,41.7,33.1,50.0,1020.8,1012.2,1027.4,0.0,17.7,13.5,19.6,13.8,28.3,24.9,47.3,45.4,6.2,25.3,135.0,1.4,4.0,21.5,5.0,14.9
12-23T09:00:00,49.1,44.1,55.0,42.5,34.0,50.0,1021.3,1013.0,1027.9,0.0,15.9,13.4,18.9,16.5,26.0,25.2,49.1,47.4,6.7,22.1,119.0,1.7,4.0,25.6,3.0,15.4
12-23T10:00:00,50.7,46.0,55.9,42.7,33.1,51.1,1021.7,1013.4,1028.4,0.0,14.3,12.5,19.9,13.9,28.2,25.5,50.7,49.5,7.3,16.7,89.0,1.7,3.0,22.7,4.0,20.5
12-23T11:00:00,51.8,46.9,57.0,42.9,34.0,51.1,1021.5,1013.2,1028.3,0.0,13.2,14.0,21.8,15.3,25.5,23.4,51.8,51.0,7.4,13.3,76.0,1.8,3.0,26.0,2.0,18.3
12-23T12:00:00,52.8,48.0,57.9,43.0,33.1,51.1,1020.7,1012.5,1027.3,0.0,12.2,14.9,20.4,12.1,29.1,23.5,52.8,52.2,7.6,9.8,68.0,1.2,3.0,24.3,2.0,20.0
12-23T13:00:00,53.7,48.9,57.9,42.8,33.1,51.1,1020.0,1011.9,1026.8,0.0,11.3,11.4,23.1,13.2,28.1,24.2,53.7,53.2,7.7,14.9,13.0,0.9,2.0,21.1,1.0,18.3
12-23T14:00:00,54.3,48.9,59.0,43.0,34.0,51.1,1019.5,1011.5,1026.3,0.0,10.7,12.8,22.9,12.5,26.0,25.8,54.3,53.9,7.9,16.2,338.0,1.2,2.0,20.2,1.0,18.4
12-23T15:00:00,54.6,50.0,59.0,43.0,33.1,51.1,1019.4,1011.5,1026.2,0.0,10.4,13.2,17.9,16.9,26.9,25.1,54.6,54.2,7.9,19.4,313.0,1.5,1.0,18.3,2.0,14.8
12-23T16:00:00,54.3,50.0,59.0,43.1,34.0,51.1,1019.4,1011.4,1026.1,0.0,10.7,11.5,15.9,15.0,32.0,25.6,54.3,53.8,7.9,20.0,287.0,2.0,7.0,17.3,1.0,15.9
12-23T17:00:00,53.2,48.9,57.9,43.3,35.1,51.1,1019.5,1011.8,1026.1,0.0,11.8,12.8,19.3,18.7,25.7,23.5,53.2,52.4,8.2,16.7,287.0,2.3,7.0,22.5,1.0,12.7
12-23T18:00:00,52.4,48.0,57.0,43.6,35.1,51.1,1019.7,1012.3,1026.3,0.0,12.6,17.5,20.6,17.3,20.6,24.1,52.4,51.4,8.3,12.4,273.0,2.4,7.0,25.3,4.0,12.1
12-23T19:00:00,51.6,46.9,55.9,43.5,36.0,51.1,1019.8,1012.3,1026.5,0.0,13.4,27.1,17.8,13.1,19.3,22.6,51.6,50.4,7.9,14.0,263.0,1.8,7.0,22.6,4.0,13.7
12-23T20:00:00,51.1,46.0,55.9,43.1,35.1,51.1,1020.0,1012.4,1026.8,0.0,13.9,30.3,15.2,15.7,16.4,22.4,51.1,49.8,7.3,20.4,259.0,1.4,7.0,18.5,4.0,13.5
12-23T21:00:00,50.5,46.0,55.0,43.0,34.0,51.1,1020.2,1012.4,1027.0,0.0,14.5,31.0,16.1,13.4,15.6,23.8,50.5,49.1,7.2,19.3,242.0,1.6,7.0,19.1,5.0,16.6
12-23T22:00:00,49.9,45.0,55.0,42.8,35.1,50.0,1020.3,1012.3,1027.1,0.0,15.1,29.9,16.0,11.2,19.2,23.7,49.9,48.4,6.8,21.3,246.0,0.9,4.0,15.7,7.0,15.2
12-23T23:00:00,49.4,44.1,54.0,42.6,34.0,50.0,1020.4,1012.5,1027.4,0.0,15.6,34.6,14.2,11.7,17.9,21.6,49.4,47.9,6.6,25.3,215.0,1.0,4.0,15.8,7.0,12.7
12-24T00:00:00,48.9,43.0,54.0,42.5,34.0,50.0,1020.3,1012.1,1027.3,0.0,16.1,33.6,14.4,10.7,17.2,24.1,48.9,47.5,6.5,23.6,199.0,1.2,4.0,17.6,5.0,14.5
12-24T01:00:00,48.7,43.0,54.0,42.4,34.0,50.0,1020.2,1011.9,1027.1,0.0,16.3,33.1,16.9,9.2,14.2,26.6,48.7,47.1,6.5,25.3,190.0,0.9,4.0,15.9,5.0,12.6
12-24T02:00:00,47.8,42.1,54.0,42.0,33.1,50.0,1020.3,1012.1,1027.2,0.0,17.2,31.7,17.1,10.1,14.9,26.2,47.8,46.0,6.6,25.1,187.0,0.7,4.0,16.4,7.0,11.5
12-24T03:00:00,47.4,41.0,54.0,41.8,33.1,50.0,1020.3,1012.3,1027.1,0.0,17.6,31.3,17.9,7.7,16.9,26.3,47.4,45.5,6.3,25.8,194.0,0.8,4.0,15.4,5.0,13.1
12-24T04:00:00,46.9,39.9,54.0,41.6,33.1,50.0,1020.1,1012.2,1026.9,0.0,18.1,28.8,16.2,10.0,15.5,29.5,46.9,45.0,6.0,26.5,185.0,0.6,4.0,16.5,7.0,12.8
12-24T05:00:00,46.8,39.9,53.1,41.5,33.1,50.0,1020.0,1011.9,1026.8,0.0,18.2,31.2,16.1,11.6,16.1,24.9,46.8,44.9,6.3,25.1,166.0,0.8,4.0,18.2,7.0,11.8
12-24T06:00:00,46.7,39.9,53.1,41.5,33.1,50.0,1020.2,1012.2,1027.0,0.0,18.3,29.0,16.9,13.9,16.4,23.9,46.7,44.8,6.1,23.8,174.0,0.7,4.0,18.4,7.0,11.2
12-24T07:00:00,47.0,41.0,53.1,41.8,33.1,50.0,1020.5,1011.9,1027.3,0.0,18.0,16.0,24.4,16.3,18.6,24.7,47.0,45.1,6.2,25.8,139.0,0.8,4.0,21.7,5.0,9.3
12-24T08:00:00,47.3,41.0,54.0,41.9,33.1,50.0,1020.7,1012.2,1027.4,0.0,17.7,13.5,19.3,14.0,26.2,27.0,47.3,45.4,6.4,25.1,137.0,1.5,4.0,20.9,5.0,14.3
12-24T09:00:00,49.1,44.1,54.0,42.6,34.0,51.1,1021.2,1013.0,1027.9,0.0,15.9,13.8,18.3,15.9,25.2,26.8,49.1,47.4,6.9,21.9,120.0,1.6,4.0,25.1,3.0,15.4
12-24T10:00:00,50.7,46.0,55.9,42.8,33.1,51.1,1021.6,1013.3,1028.3,0.0,14.3,12.3,19.2,13.0,28.7,26.9,50.7,49.4,7.4,16.9,87.0,1.6,3.0,21.9,4.0,20.5
12-24T11:00:00,51.8,46.9,57.0,43.0,33.1,51.1,1021.4,1013.1,1028.1,0.0,13.2,13.8,21.1,15.6,24.7,24.7,51.8,50.9,7.4,13.6,73.0,1.7,3.0,24.9,2.0,18.6
12-24T12:00:00,52.7,48.0,57.9,43.2,33.1,51.1,1020.6,1012.5,1027.2,0.0,12.3,14.7,19.9,12.4,27.6,25.3,52.7,52.1,7.7,10.0,63.0,1.1,3.0,23.4,2.0,20.0
12-24T13:00:00,53.7,48.9,57.9,42.9,32.0,52.0,1019.9,1011.9,1026.6,0.0,11.4,11.7,22.7,13.6,26.6,25.3,53.7,53.2,7.8,14.4,9.0,0.9,2.0,20.7,1.0,18.6
12-24T14:00:00,54.3,48.9,59.0,43.1,34.0,51.1,1019.5,1011.5,1026.1,0.0,10.7,12.7,22.0,13.0,25.9,26.4,54.3,53.8,7.9,16.7,332.0,1.1,2.0,18.7,1.0,18.1
12-24T15:00:00,54.5,50.0,59.0,43.1,33.1,51.1,1019.4,1011.8,1026.1,0.0,10.5,12.8,17.3,18.3,25.9,25.7,54.5,54.2,8.0,18.5,307.0,1.3,1.0,17.2,2.0,15.8
12-24T16:00:00,54.2,50.0,59.0,43.2,34.0,51.1,1019.4,1011.7,1026.0,0.0,10.8,11.3,15.5,16.4,30.7,26.1,54.2,53.8,8.0,19.8,284.0,2.0,7.0,17.9,1.0,15.2
12-24T17:00:00,53.1,48.9,57.2,43.4,35.1,51.1,1019.5,1011.9,1026.0,0.0,11.9,12.4,18.5,20.1,24.3,24.8,53.1,52.3,8.1,16.7,284.0,2.3,7.0,22.9,1.0,12.5
12-24T18:00:00,52.4,48.0,57.0,43.6,35.1,51.1,1019.7,1012.3,1026.2,0.0,12.6,17.1,20.4,18.1,19.1,25.2,52.4,51.4,8.3,12.2,271.0,2.4,7.0,26.4,4.0,12.6
12-24T19:00:00,51.6,46.9,55.9,43.6,36.0,51.1,1019.8,1012.5,1026.5,0.0,13.4,26.5,18.0,13.5,18.2,23.8,51.6,50.3,7.9,13.8,259.0,1.9,7.0,23.2,4.0,13.7
12-24T20:00:00,51.1,46.0,55.0,43.2,35.1,51.1,1020.0,1012.5,1026.7,0.0,13.9,30.7,14.4,15.8,16.3,22.8,51.1,49.8,7.2,21.1,258.0,1.5,7.0,19.4,4.0,13.5
12-24T21:00:00,50.5,46.0,55.0,43.0,34.0,51.1,1020.2,1012.4,1026.9,0.0,14.5,31.4,15.8,13.3,15.1,24.4,50.5,49.1,7.2,19.8,242.0,1.6,7.0,19.4,5.0,15.7
12-24T22:00:00,49.9,45.0,55.0,42.9,35.1,50.0,1020.3,1012.3,1027.1,0.0,15.1,29.8,15.5,11.8,18.4,24.5,49.9,48.5,6.8,20.9,238.0,0.8,4.0,17.0,7.0,15.2
12-24T23:00:00,49.4,44.1,54.0,42.7,34.0,50.0,1020.4,1012.5,1027.3,0.0,15.6,34.2,14.4,11.6,17.8,22.0,49.4,47.9,6.6,25.1,211.0,1.0,4.0,16.8,7.0,12.5
12-25T00:00:00,48.9,43.0,54.0,42.5,34.0,50.0,1020.3,1012.2,1027.2,0.0,16.1,33.3,15.3,9.6,17.3,24.4,48.9,47.5,6.5,22.7,197.0,1.3,4.0,18.2,5.0,15.3
12-25T01:00:00,48.7,43.0,54.0,42.4,34.0,50.0,1020.2,1011.9,1027.1,0.0,16.3,32.7,17.1,9.4,14.4,26.5,48.7,47.1,6.6,26.0,192.0,1.1,4.0,16.2,7.0,12.3
12-25T02:00:00,47.7,42.1,54.0,42.0,33.1,50.0,1020.3,1012.1,1027.2,0.0,17.3,31.1,17.5,9.8,15.0,26.6,47.7,46.0,6.6,24.9,193.0,0.8,4.0,17.0,7.0,11.8
12-25T03:00:00,47.3,41.0,54.0,41.8,33.1,50.0,1020.3,1012.2,1027.0,0.0,17.7,30.7,18.6,7.2,16.3,27.2,47.3,45.5,6.3,26.2,191.0,0.9,4.0,15.6,5.0,13.1
12-25T04:00:00,46.9,39.9,54.0,41.6,32.0,50.0,1020.1,1012.0,1026.8,0.0,18.1,28.8,16.4,9.6,15.1,30.1,46.9,45.0,6.2,26.5,187.0,0.6,4.0,15.8,7.0,13.0
12-25T05:00:00,46.8,39.9,53.1,41.5,32.0,50.0,1020.0,1011.9,1026.7,0.0,18.2,30.6,15.9,12.7,15.9,24.9,46.8,44.9,6.3,25.8,170.0,0.9,4.0,17.1,7.0,12.2
12-25T06:00:00,46.7,39.9,53.1,41.4,32.0,50.0,1020.2,1012.0,1026.9,0.0,18.3,28.2,17.0,14.0,16.2,24.7,46.7,44.8,6.1,24.2,166.0,0.8,4.0,19.1,5.0,11.0
12-25T07:00:00,46.9,39.9,53.1,41.7,33.1,50.0,1020.5,1011.7,1027.1,0.0,18.1,15.9,24.3,16.2,18.0,25.6,46.9,45.0,6.4,24.4,147.0,0.9,4.0,21.8,5.0,10.9
12-25T08:00:00,47.3,41.0,54.0,41.8,33.1,50.0,1020.7,1012.1,1027.4,0.0,17.7,13.1,18.4,15.2,26.0,27.3,47.3,45.3,6.6,24.9,140.0,1.6,4.0,22.1,5.0,14.0
12-25T09:00:00,49.1,44.1,55.0,42.5,34.0,51.1,1021.2,1012.9,1027.8,0.0,15.9,13.8,18.0,15.3,25.7,27.2,49.1,47.3,7.0,22.8,125.0,1.7,4.0,26.0,3.0,13.9
12-25T10:00:00,50.6,46.0,55.9,42.8,33.1,51.1,1021.6,1013.2,1028.3,0.0,14.4,11.6,19.7,13.9,27.4,27.4,50.6,49.3,7.5,17.1,96.0,1.6,4.0,21.0,3.0,20.9
12-25T11:00:00,51.7,46.9,55.9,42.9,33.1,51.1,1021.4,1013.1,1028.1,0.0,13.3,13.2,21.7,15.8,24.3,25.1,51.7,50.9,7.5,13.1,78.0,1.8,3.0,24.7,2.0,18.5
12-25T12:00:00,52.7,48.0,57.9,43.1,33.1,51.1,1020.7,1012.5,1027.2,0.0,12.3,14.1,20.1,13.1,26.2,26.5,52.7,52.1,7.7,10.9,69.0,1.1,3.0,23.1,2.0,19.3
12-25T13:00:00,53.6,48.9,57.9,43.0,32.0,52.0,1020.0,1011.9,1026.6,0.0,11.4,11.7,22.1,14.6,26.0,25.5,53.6,53.2,7.9,14.9,11.0,0.7,2.0,19.5,1.0,18.4
12-25T14:00:00,54.3,48.9,59.0,43.1,33.1,52.0,1019.5,1011.3,1026.1,0.0,10.8,12.6,21.6,13.9,25.8,26.0,54.3,53.9,7.9,17.3,328.0,1.0,2.0,18.0,1.0,17.9
12-25T15:00:00,54.6,50.0,59.0,43.1,33.1,52.0,1019.4,1011.5,1026.1,0.0,10.5,13.0,17.4,18.9,24.6,26.2,54.6,54.2,8.1,18.9,302.0,1.2,1.0,17.6,2.0,15.8
12-25T16:00:00,54.3,50.0,59.0,43.2,34.0,51.1,1019.4,1011.4,1026.0,0.0,10.8,10.9,15.5,16.9,30.3,26.6,54.3,53.8,8.0,20.9,280.0,2.0,7.0,17.9,1.0,13.8
12-25T17:00:00,53.2,48.9,57.9,43.4,35.1,51.1,1019.5,1011.7,1026.0,0.0,11.8,12.3,17.8,19.4,24.9,25.5,53.2,52.5,8.1,17.4,277.0,2.1,7.0,21.9,1.0,11.4
12-25T18:00:00,52.4,48.0,57.0,43.6,35.1,51.1,1019.7,1011.9,1026.2,0.0,12.6,16.4,21.0,18.2,18.7,25.8,52.4,51.4,8.2,12.9,269.0,2.4,7.0,26.2,4.0,13.7
12-25T19:00:00,51.6,46.9,55.9,43.7,36.0,51.1,1019.8,1012.3,1026.5,0.0,13.4,26.4,18.5,13.0,18.2,23.9,51.6,50.3,7.9,13.3,256.0,1.9,7.0,23.0,5.0,13.0
12-25T20:00:00,51.1,46.0,55.9,43.3,35.1,51.1,1020.0,1012.4,1026.7,0.0,13.9,30.3,15.1,14.6,17.1,22.8,51.1,49.9,7.2,21.3,256.0,1.4,7.0,18.5,4.0,12.0
12-25T21:00:00,50.5,46.0,55.0,43.1,35.1,51.1,1020.2,1012.3,1026.8,0.0,14.5,30.5,16.5,13.5,15.3,24.1,50.5,49.1,7.1,20.7,240.0,1.5,7.0,18.6,5.0,15.1
12-25T22:00:00,49.9,45.0,55.0,43.0,35.1,51.1,1020.3,1012.3,1027.1,0.0,15.1,28.9,16.9,11.4,18.7,24.1,49.9,48.4,6.8,21.1,232.0,0.9,4.0,16.2,7.0,14.6
12-25T23:00:00,49.4,44.1,54.0,42.8,34.0,50.0,1020.4,1012.5,1027.2,0.0,15.6,33.3,15.6,11.2,17.6,22.3,49.4,47.9,6.5,26.7,210.0,1.0,4.0,17.6,7.0,12.3
12-26T00:00:00,48.9,43.0,54.0,42.6,34.0,50.0,1020.3,1012.0,1027.2,0.0,16.1,32.4,15.8,9.7,17.1,25.0,48.9,47.4,6.4,24.9,197.0,1.2,4.0,17.9,5.0,14.1
12-26T01:00:00,48.6,43.0,54.0,42.5,34.0,50.0,1020.2,1011.9,1027.1,0.0,16.4,31.9,17.6,9.4,14.6,26.5,48.6,47.1,6.5,26.0,195.0,1.0,4.0,16.0,5.0,12.8
12-26T02:00:00,47.7,42.1,54.0,42.1,33.1,50.0,1020.2,1012.1,1027.1,0.0,17.3,31.0,17.5,9.5,14.8,27.2,47.7,45.9,6.6,24.9,196.0,0.7,4.0,16.5,7.0,11.8
12-26T03:00:00,47.3,41.0,54.0,41.8,33.1,50.0,1020.3,1012.2,1026.9,0.0,17.7,29.9,18.5,7.4,16.3,27.9,47.3,45.5,6.3,25.8,190.0,0.8,4.0,16.4,5.0,12.5
12-26T04:00:00,46.8,39.9,54.0,41.6,33.1,50.0,1020.1,1012.0,1026.8,0.0,18.2,28.5,16.0,9.6,15.5,30.4,46.8,44.9,6.1,26.7,193.0,0.6,4.0,15.6,7.0,12.9
12-26T05:00:00,46.7,39.9,53.1,41.5,33.1,50.0,1020.0,1011.9,1026.7,0.0,18.3,30.0,15.8,12.1,16.3,25.7,46.7,44.8,6.2,25.8,170.0,0.8,4.0,17.6,7.0,12.5
12-26T06:00:00,46.6,39.9,53.1,41.4,33.1,50.0,1020.2,1012.2,1026.9,0.0,18.4,28.2,16.5,13.7,15.5,26.2,46.6,44.7,6.0,24.9,153.0,0.8,4.0,19.3,5.0,11.0
12-26T07:00:00,46.8,39.9,53.1,41.7,33.1,50.0,1020.4,1011.7,1027.1,0.0,18.2,15.9,23.5,15.7,18.7,26.3,46.8,44.9,6.4,23.6,143.0,1.1,4.0,23.6,5.0,11.4
12-26T08:00:00,47.2,41.0,54.0,41.8,33.1,50.0,1020.6,1012.1,1027.3,0.0,17.8,12.6,17.8,14.4,26.5,28.6,47.2,45.2,6.5,25.1,136.0,1.7,4.0,23.3,5.0,13.4
12-26T09:00:00,49.0,44.1,55.0,42.5,34.0,51.1,1021.1,1012.7,1027.8,0.0,16.0,12.5,17.8,15.4,26.0,28.4,49.0,47.3,7.0,22.3,121.0,1.9,4.0,26.8,3.0,13.8
12-26T10:00:00,50.5,46.0,55.9,42.7,33.1,51.1,1021.5,1013.2,1028.2,0.0,14.5,11.2,18.8,13.3,27.9,28.8,50.5,49.2,7.4,17.1,94.0,1.7,4.0,22.5,3.0,20.0
