date,HLY_TEMP_NORMAL_LA,HLY_TEMP_10PCTL_LA,HLY_TEMP_90PCTL_LA,HLY_DEWP_NORMAL_LA,HLY_DEWP_10PCTL_LA,HLY_DEWP_90PCTL_LA,HLY_PRES_NORMAL_LA,HLY_PRES_10PCTL_LA,HLY_PRES_90PCTL_LA,HLY_CLDH_NORMAL_LA,HLY_HTDH_NORMAL_LA,HLY_CLOD_PCTCLR_LA,HLY_CLOD_PCTFEW_LA,HLY_CLOD_PCTSCT_LA,HLY_CLOD_PCTBKN_LA,HLY_CLOD_PCTOVC_LA,HLY_HIDX_NORMAL_LA,HLY_WCHL_NORMAL_LA,HLY_WIND_AVGSPD_LA,HLY_WIND_PCTCLM_LA,HLY_WIND_VCTDIR_LA,HLY_WIND_VCTSPD_LA,HLY_WIND_1STDIR_LA,HLY_WIND_1STPCT_LA,HLY_WIND_2NDDIR_LA,HLY_WIND_2NDPCT_LA,AvgMegawatts2019-2020
02-19T17:00:00,59.6,55.0,64.9,47.5,37.0,55.9,1016.3,1011.1,1020.6,0.5,6.0,10.6,23.1,23.1,25.2,18.0,59.6,59.5,11.7,0.7,256.0,9.8,7.0,66.5,6.0,19.2,26380.916666666664
02-19T18:00:00,58.1,54.0,62.1,48.0,37.9,55.0,1016.4,1011.4,1020.9,0.3,7.2,9.4,22.5,28.3,18.9,20.8,58.1,58.0,10.4,1.1,257.0,8.2,7.0,61.1,6.0,22.0,28271.416666666664
02-19T19:00:00,57.6,54.0,62.1,47.9,37.9,55.0,1016.7,1011.8,1021.1,0.2,7.6,19.2,23.1,20.4,17.5,19.7,57.6,57.6,9.0,2.0,259.0,6.5,7.0,56.3,6.0,18.3,28259.0
02-19T20:00:00,57.4,53.1,62.1,47.5,37.0,55.0,1017.0,1012.2,1021.5,0.2,7.8,26.6,19.6,15.5,20.1,18.2,57.4,57.3,7.9,8.7,263.0,4.7,7.0,42.7,6.0,19.8,27607.45833333333
02-19T21:00:00,57.0,53.1,62.1,47.2,36.0,55.0,1017.3,1012.6,1021.7,0.1,8.1,31.8,15.0,15.8,17.5,19.9,57.0,56.8,6.9,13.1,271.0,3.0,7.0,28.0,6.0,17.9,26318.75
02-19T22:00:00,56.6,52.0,61.0,46.9,35.1,55.0,1017.4,1012.7,1021.8,0.1,8.5,28.7,16.1,15.8,18.8,20.6,56.6,56.4,6.5,13.2,270.0,1.4,7.0,23.6,3.0,16.4,24410.541666666664
02-19T23:00:00,56.4,52.0,62.1,46.6,34.0,55.0,1017.4,1012.6,1021.8,0.1,8.7,31.5,16.5,12.8,19.7,19.5,56.4,56.2,6.2,13.8,268.0,0.8,7.0,17.0,3.0,17.0,22810.609848484848
02-20T00:00:00,55.8,51.1,60.1,46.1,34.0,55.0,1017.4,1012.4,1021.8,0.1,9.3,26.7,19.3,12.1,20.0,22.0,55.8,55.5,6.0,16.4,347.0,0.5,3.0,20.0,7.0,14.6,21769.76923076923
02-20T01:00:00,54.9,50.0,60.1,45.8,33.6,55.0,1017.3,1012.2,1021.7,0.0,10.1,26.9,17.1,13.4,19.6,23.0,54.9,54.6,5.8,18.2,47.0,1.0,3.0,27.4,2.0,13.9,20959.75
02-20T02:00:00,54.0,48.9,59.0,45.5,34.0,54.0,1017.1,1011.8,1021.5,0.0,11.0,25.7,19.1,9.9,22.3,23.0,54.0,53.6,5.1,21.6,60.0,1.3,3.0,28.7,2.0,13.9,20567.125
02-20T03:00:00,53.3,48.0,57.9,45.1,34.0,54.0,1016.8,1011.4,1021.4,0.0,11.7,27.5,16.1,13.1,18.3,25.0,53.3,52.8,5.0,25.8,60.0,1.6,3.0,29.0,2.0,15.8,20524.375
02-20T04:00:00,52.7,46.9,57.9,44.7,33.1,54.0,1016.7,1011.1,1021.4,0.0,12.3,24.1,16.2,13.5,20.9,25.3,52.7,52.1,4.9,24.6,74.0,1.8,3.0,33.6,2.0,13.6,21222.208333333336
02-20T05:00:00,52.3,46.9,57.9,44.2,32.0,53.6,1016.8,1011.3,1021.4,0.0,12.7,24.5,17.9,13.4,18.7,25.5,52.3,51.6,4.9,20.2,65.0,2.1,3.0,32.7,2.0,16.2,22840.958333333336
02-20T06:00:00,52.1,46.0,57.9,43.9,32.0,53.1,1017.1,1011.4,1021.6,0.0,12.9,18.0,19.7,18.0,18.2,26.1,52.1,51.3,5.1,19.6,67.0,2.2,3.0,33.6,2.0,17.8,25194.083333333336
02-20T07:00:00,52.7,46.9,57.9,43.6,30.9,53.6,1017.5,1011.9,1022.3,0.0,12.3,11.5,14.4,24.6,24.4,25.1,52.7,51.9,5.6,14.4,72.0,2.9,3.0,36.8,2.0,18.6,25907.291666666664
02-20T08:00:00,54.7,50.0,60.1,44.1,30.9,54.0,1018.0,1012.1,1022.5,0.0,10.3,10.4,18.1,21.6,26.5,23.4,54.7,54.3,5.6,14.0,69.0,2.9,3.0,35.0,2.0,21.6,25129.333333333336
02-20T09:00:00,57.7,52.0,64.0,44.5,32.0,54.0,1018.3,1012.4,1023.1,0.4,7.7,10.2,18.1,23.6,24.6,23.6,57.7,57.5,6.1,13.6,84.0,2.5,3.0,35.8,4.0,12.3,24060.125
02-20T10:00:00,60.2,54.0,68.0,44.4,30.9,55.0,1018.4,1012.5,1023.1,1.0,5.7,11.4,15.1,19.3,29.5,24.8,60.2,60.2,6.5,13.2,112.0,1.2,3.0,23.5,4.0,17.1,23397.25
02-20T11:00:00,62.1,55.0,71.1,44.3,29.5,55.0,1018.3,1012.7,1023.0,1.6,4.5,12.6,18.7,22.5,24.7,21.5,62.1,62.1,7.1,12.0,218.0,2.3,7.0,23.5,6.0,19.2,23145.875
02-20T12:00:00,62.8,55.9,72.0,45.2,30.0,55.0,1017.8,1012.2,1022.4,1.8,4.0,12.2,20.3,25.6,22.3,19.7,62.8,62.8,9.2,4.9,243.0,5.9,7.0,44.0,6.0,24.2,22969.0
02-20T13:00:00,62.9,57.0,72.0,46.0,32.0,55.9,1017.0,1011.4,1021.6,1.7,3.8,13.6,18.1,23.9,25.1,19.3,62.9,62.9,11.0,1.6,248.0,8.4,7.0,53.6,6.0,25.6,23103.916666666664
02-20T14:00:00,62.4,57.0,70.0,46.6,35.1,55.9,1016.4,1010.9,1021.0,1.4,4.0,12.1,17.8,26.4,22.5,21.2,62.4,62.4,12.1,0.9,251.0,9.9,7.0,60.1,6.0,24.8,23348.291666666664
02-20T15:00:00,61.7,55.9,69.1,47.0,37.9,55.9,1016.2,1010.7,1020.7,1.1,4.4,11.3,20.3,25.0,23.3,20.1,61.7,61.6,12.7,0.9,254.0,10.6,7.0,65.9,6.0,19.8,24306.291666666664
02-20T16:00:00,60.6,55.9,66.9,47.5,37.0,55.9,1016.1,1010.8,1020.6,0.7,5.1,10.6,20.6,21.9,24.2,22.6,60.6,60.6,12.8,0.4,255.0,10.7,7.0,67.1,6.0,18.8,25258.25
02-20T17:00:00,59.4,55.0,64.8,47.5,37.9,55.9,1016.1,1010.9,1020.5,0.5,6.1,10.4,22.7,22.7,26.1,18.1,59.4,59.3,11.9,0.2,257.0,10.0,7.0,68.1,6.0,17.7,27090.0
02-20T18:00:00,57.9,54.0,62.1,47.9,37.9,55.0,1016.3,1011.3,1020.8,0.3,7.4,9.2,21.9,28.5,19.5,20.9,57.9,57.8,10.5,1.3,258.0,8.2,7.0,62.2,6.0,20.5,28676.666666666668
02-20T19:00:00,57.5,53.1,62.1,47.9,37.9,55.9,1016.6,1011.6,1021.0,0.2,7.7,18.0,23.3,20.9,18.2,19.7,57.5,57.4,9.2,2.4,259.0,6.6,7.0,55.9,6.0,18.3,28379.541666666664
02-20T20:00:00,57.3,53.1,62.1,47.5,37.0,55.0,1016.8,1011.9,1021.5,0.2,7.9,25.4,20.2,16.3,20.5,17.6,57.3,57.2,8.2,7.8,263.0,5.0,7.0,43.6,6.0,19.9,27616.0
02-20T21:00:00,56.8,53.1,62.1,47.2,36.0,55.0,1017.1,1012.1,1021.7,0.1,8.3,30.2,15.6,17.0,17.3,20.0,56.8,56.7,7.0,12.4,269.0,3.1,7.0,28.4,6.0,18.7,26286.95833333333
02-20T22:00:00,56.5,52.0,61.0,47.0,35.1,55.0,1017.3,1012.5,1021.8,0.1,8.6,27.4,16.7,16.7,18.1,21.0,56.5,56.3,6.6,13.0,267.0,1.6,7.0,24.3,3.0,15.6,24442.5
02-20T23:00:00,56.3,51.1,61.0,46.6,34.0,55.0,1017.3,1012.5,1021.8,0.1,8.8,30.7,16.8,13.4,19.6,19.6,56.3,56.1,6.3,13.8,271.0,1.1,7.0,18.1,3.0,16.3,22791.950757575753
02-21T00:00:00,55.7,51.1,60.1,46.2,34.0,55.0,1017.3,1012.3,1021.8,0.1,9.4,25.8,20.1,12.7,19.1,22.3,55.7,55.4,6.1,16.4,330.0,0.6,3.0,19.4,7.0,14.8,21697.923076923078
02-21T01:00:00,54.9,50.0,60.1,45.8,34.0,55.0,1017.2,1012.0,1021.7,0.1,10.2,27.0,17.2,14.0,19.1,22.8,54.9,54.4,6.0,16.7,40.0,0.9,3.0,27.6,7.0,13.7,20876.125
02-21T02:00:00,54.0,48.9,59.0,45.5,34.0,54.0,1017.0,1011.7,1021.5,0.0,11.1,25.2,19.5,10.9,22.0,22.5,54.0,53.5,5.1,22.0,57.0,1.1,3.0,27.8,2.0,13.7,20487.416666666668
02-21T03:00:00,53.2,48.0,57.9,45.1,34.0,54.0,1016.7,1011.3,1021.4,0.0,11.8,27.5,16.6,13.4,18.1,24.5,53.2,52.7,5.1,24.7,56.0,1.4,3.0,28.8,2.0,16.0,20444.791666666668
02-21T04:00:00,52.6,46.9,57.9,44.7,33.1,54.0,1016.6,1011.0,1021.3,0.0,12.4,24.3,15.7,14.4,20.6,25.0,52.6,52.0,4.9,24.8,70.0,1.6,3.0,32.9,2.0,13.9,21061.791666666664
02-21T05:00:00,52.2,46.0,57.9,44.3,33.1,54.0,1016.8,1011.1,1021.4,0.0,12.8,24.1,18.0,13.7,18.3,25.9,52.2,51.5,4.9,20.7,63.0,2.1,3.0,32.3,2.0,15.2,22684.541666666664
02-21T06:00:00,52.1,46.0,57.9,44.0,32.0,53.1,1017.0,1011.4,1021.6,0.0,12.9,18.1,20.9,17.3,17.6,26.2,52.1,51.3,5.2,19.1,66.0,2.2,3.0,33.6,2.0,17.3,25071.95833333333
02-21T07:00:00,52.6,46.0,59.0,43.7,32.0,54.0,1017.5,1011.7,1022.3,0.0,12.4,11.4,16.3,24.0,23.8,24.5,52.6,51.8,5.7,14.0,72.0,2.9,3.0,35.6,2.0,18.8,25969.333333333336
02-21T08:00:00,54.8,48.9,60.1,44.2,32.0,54.0,1017.9,1012.1,1022.5,0.0,10.3,11.1,19.0,21.6,25.7,22.6,54.8,54.3,5.8,12.4,67.0,2.9,3.0,34.2,2.0,22.3,25280.833333333336
02-21T09:00:00,57.7,52.0,64.0,44.6,32.0,54.0,1018.3,1012.4,1023.1,0.4,7.7,10.2,19.5,23.5,24.5,22.2,57.7,57.5,6.2,13.1,83.0,2.5,3.0,36.3,4.0,12.3,24258.0
02-21T10:00:00,60.2,54.0,68.0,44.4,32.0,55.0,1018.4,1012.5,1023.1,1.0,5.8,11.3,16.7,19.2,28.9,23.8,60.2,60.2,6.6,12.7,109.0,1.2,3.0,23.9,4.0,17.2,23652.20833333333
02-21T11:00:00,62.1,55.0,71.1,44.3,30.0,55.0,1018.3,1012.6,1023.1,1.6,4.5,12.7,20.5,22.0,23.5,21.3,62.1,62.1,7.2,12.2,219.0,2.4,7.0,24.1,6.0,18.9,23161.833333333336
02-21T12:00:00,62.8,55.9,72.0,45.1,30.0,55.0,1017.8,1012.2,1022.4,1.8,4.0,12.4,21.1,26.1,20.8,19.5,62.8,62.8,9.3,4.7,242.0,5.9,7.0,42.1,6.0,25.2,22842.083333333336
02-21T13:00:00,62.9,57.0,72.0,46.0,32.9,55.0,1017.0,1011.3,1021.7,1.7,3.8,13.6,18.4,24.2,25.0,18.7,62.9,62.9,11.2,1.6,248.0,8.6,7.0,52.9,6.0,25.8,23013.33333333333
02-21T14:00:00,62.4,57.0,70.0,46.6,35.6,55.9,1016.4,1010.9,1021.0,1.4,4.0,12.2,18.2,25.9,23.9,19.7,62.4,62.4,12.3,0.7,251.0,10.2,7.0,61.1,6.0,24.8,23400.916666666668
02-21T15:00:00,61.7,55.9,69.1,47.1,37.9,55.9,1016.2,1010.7,1020.8,1.1,4.4,11.0,20.8,25.7,22.8,19.6,61.7,61.6,12.8,0.9,255.0,10.9,7.0,66.5,6.0,20.0,24053.833333333336
02-21T16:00:00,60.6,55.9,66.9,47.4,37.9,55.0,1016.1,1010.7,1020.8,0.7,5.1,10.6,20.5,21.8,24.8,22.3,60.6,60.6,12.9,0.2,255.0,10.9,7.0,67.3,6.0,19.6,25114.208333333336
02-21T17:00:00,59.4,55.0,64.9,47.5,37.9,55.9,1016.1,1010.8,1020.6,0.5,6.1,10.2,22.6,22.8,26.0,18.4,59.4,59.3,12.1,0.0,258.0,10.2,7.0,69.2,6.0,17.7,26867.83333333333
02-21T18:00:00,57.9,54.0,62.1,47.8,37.9,55.0,1016.3,1011.1,1020.9,0.3,7.4,9.0,22.0,28.4,19.8,20.8,57.9,57.8,10.5,1.1,259.0,8.4,7.0,62.5,6.0,21.3,28343.708333333336
02-21T19:00:00,57.5,53.1,62.1,47.7,37.9,55.0,1016.6,1011.6,1021.2,0.2,7.7,18.0,23.6,21.2,17.8,19.5,57.5,57.4,9.2,2.4,260.0,6.8,7.0,55.9,6.0,18.9,28056.541666666664
02-21T20:00:00,57.3,53.1,62.1,47.4,37.0,55.0,1016.9,1011.9,1021.6,0.2,7.9,26.2,20.3,15.6,21.3,16.6,57.3,57.2,8.2,7.3,262.0,5.1,7.0,43.8,6.0,20.4,27384.541666666664
02-21T21:00:00,56.8,53.1,62.1,47.1,36.0,55.0,1017.2,1012.1,1021.8,0.1,8.3,31.0,15.4,17.3,17.1,19.3,56.8,56.7,7.0,12.9,269.0,3.2,7.0,29.1,6.0,18.4,26264.75
02-21T22:00:00,56.5,52.0,61.0,46.8,35.1,55.0,1017.4,1012.5,1022.0,0.1,8.6,28.4,16.0,16.7,17.8,21.2,56.5,56.4,6.6,13.3,267.0,1.6,7.0,23.4,3.0,14.9,24509.25
02-21T23:00:00,56.3,51.1,61.0,46.5,34.0,55.0,1017.4,1012.5,1021.9,0.1,8.8,30.9,17.1,13.9,19.3,18.8,56.3,56.1,6.3,13.3,273.0,1.1,7.0,18.0,3.0,15.5,22938.602272727272
02-22T00:00:00,55.7,51.1,60.1,46.1,34.0,55.0,1017.4,1012.3,1022.0,0.1,9.4,27.1,19.9,12.9,18.4,21.6,55.7,55.4,6.1,16.0,332.0,0.6,3.0,19.1,7.0,14.6,21879.846153846156
02-22T01:00:00,54.9,50.0,60.1,45.8,33.1,55.0,1017.3,1012.0,1021.8,0.1,10.2,27.9,16.6,14.7,18.1,22.7,54.9,54.5,6.0,16.2,48.0,0.9,3.0,27.7,2.0,13.2,21080.20833333333
02-22T02:00:00,53.9,48.9,59.0,45.5,34.0,54.0,1017.1,1011.7,1021.7,0.0,11.1,26.4,19.0,11.1,21.2,22.4,53.9,53.5,5.2,21.3,58.0,1.2,3.0,27.4,2.0,14.4,20602.916666666668
02-22T03:00:00,53.2,48.0,57.9,45.0,34.0,54.0,1016.8,1011.4,1021.6,0.0,11.8,27.9,17.0,12.8,18.0,24.2,53.2,52.7,5.1,24.2,56.0,1.4,3.0,28.1,2.0,16.5,20463.458333333336
02-22T04:00:00,52.6,46.9,57.9,44.6,33.1,54.0,1016.7,1011.1,1021.5,0.0,12.4,25.1,15.0,14.5,20.3,25.1,52.6,51.9,4.9,23.9,70.0,1.7,3.0,33.6,2.0,14.6,20892.833333333336
02-22T05:00:00,52.2,46.0,57.9,44.2,32.0,53.1,1016.9,1011.4,1021.6,0.0,12.8,25.3,17.6,14.3,17.3,25.5,52.2,51.5,5.0,19.6,63.0,2.1,3.0,32.3,2.0,15.9,22062.0
02-22T06:00:00,52.0,46.0,57.9,43.9,32.0,53.1,1017.1,1011.5,1021.8,0.0,13.0,18.6,20.7,17.9,17.1,25.8,52.0,51.3,5.2,17.6,65.0,2.3,3.0,33.9,2.0,17.8,23740.291666666664
02-22T07:00:00,52.6,46.0,59.0,43.6,32.0,53.1,1017.6,1012.1,1022.3,0.0,12.4,12.7,15.5,23.1,24.9,23.8,52.6,51.8,5.7,13.1,71.0,2.8,3.0,35.8,2.0,18.8,24164.916666666668
02-22T08:00:00,54.8,48.9,60.1,44.1,32.0,54.0,1018.0,1012.3,1022.7,0.0,10.3,11.6,18.0,21.1,26.3,22.9,54.8,54.3,5.8,12.4,65.0,2.8,3.0,33.5,2.0,23.1,23565.458333333336
02-22T09:00:00,57.7,52.0,64.2,44.5,32.0,54.0,1018.4,1012.7,1023.1,0.4,7.7,11.8,18.3,22.8,25.1,22.1,57.7,57.6,6.2,12.0,82.0,2.5,3.0,36.2,2.0,13.0,22775.458333333336
02-22T10:00:00,60.2,54.0,68.0,44.4,30.9,54.0,1018.4,1012.9,1023.3,1.0,5.8,12.1,15.6,18.8,29.5,24.0,60.2,60.2,6.5,12.5,111.0,1.1,3.0,24.4,4.0,16.9,21844.041666666668
02-22T11:00:00,62.1,55.0,71.8,44.3,30.0,55.0,1018.4,1012.7,1023.3,1.6,4.5,13.5,19.3,21.9,24.2,21.1,62.1,62.1,7.2,11.6,222.0,2.5,7.0,25.6,6.0,18.2,21129.541666666668
02-22T12:00:00,62.8,55.9,72.0,45.1,30.0,55.0,1017.9,1012.3,1022.6,1.8,4.0,13.8,20.4,24.5,21.7,19.6,62.8,62.8,9.4,3.8,243.0,6.1,7.0,43.2,6.0,25.9,20744.208333333336
02-22T13:00:00,62.8,57.0,72.0,46.1,32.9,55.0,1017.1,1011.6,1021.7,1.6,3.8,14.9,17.5,23.8,25.3,18.5,62.8,62.8,11.3,1.6,248.0,8.7,7.0,53.7,6.0,25.7,20444.58333333333
02-22T14:00:00,62.4,57.0,70.0,46.6,36.0,55.0,1016.5,1011.2,1021.1,1.4,4.0,13.0,17.0,26.4,23.9,19.7,62.4,62.4,12.5,0.7,251.0,10.4,7.0,61.7,6.0,23.9,20532.5
02-22T15:00:00,61.7,55.9,69.1,47.0,37.9,55.0,1016.3,1011.1,1021.0,1.1,4.4,11.7,20.0,26.2,22.7,19.3,61.7,61.6,12.9,0.9,255.0,10.9,7.0,67.6,6.0,19.0,21174.375
02-22T16:00:00,60.6,55.9,66.9,47.4,37.9,55.0,1016.2,1011.1,1020.8,0.8,5.2,11.5,19.0,21.8,26.1,21.6,60.6,60.6,13.0,0.2,256.0,11.0,7.0,68.0,6.0,19.3,22443.45833333333
02-22T17:00:00,59.4,55.0,64.8,47.4,37.9,55.0,1016.2,1011.0,1020.7,0.5,6.1,10.2,23.4,22.4,25.3,18.7,59.4,59.3,12.1,0.0,258.0,10.3,7.0,70.0,6.0,16.7,24701.75
02-22T18:00:00,58.0,54.0,63.0,47.7,37.9,55.0,1016.4,1011.3,1021.1,0.3,7.4,9.8,21.8,27.9,20.5,20.0,58.0,57.9,10.7,1.1,258.0,8.5,7.0,62.6,6.0,21.3,26504.541666666668
02-22T19:00:00,57.5,53.1,62.1,47.7,37.9,55.0,1016.7,1011.7,1021.3,0.2,7.7,17.6,24.5,19.9,19.1,18.9,57.5,57.4,9.4,2.4,260.0,7.0,7.0,57.2,6.0,17.9,26404.791666666664
02-22T20:00:00,57.3,53.1,62.1,47.4,37.0,55.0,1017.0,1011.9,1021.7,0.2,7.9,25.2,20.3,16.2,21.6,16.7,57.3,57.2,8.3,6.4,262.0,5.2,7.0,43.9,6.0,21.1,25875.083333333336
02-22T21:00:00,56.8,53.1,62.1,47.1,37.0,55.0,1017.3,1012.2,1021.9,0.1,8.3,30.4,15.4,17.4,17.2,19.6,56.8,56.7,7.0,12.4,268.0,3.3,7.0,29.9,6.0,18.4,25063.33333333333
02-22T22:00:00,56.5,52.0,61.0,46.9,35.1,55.0,1017.4,1012.6,1022.1,0.1,8.6,28.2,15.8,16.2,18.5,21.4,56.5,56.4,6.5,14.4,267.0,1.6,7.0,23.3,3.0,14.4,23763.75
02-22T23:00:00,56.3,51.1,61.0,46.5,34.0,55.0,1017.4,1012.6,1022.1,0.1,8.9,30.5,16.1,13.9,20.3,19.1,56.3,56.1,6.4,12.7,272.0,1.2,7.0,19.0,3.0,15.3,22485.227272727272
02-23T00:00:00,55.7,51.1,60.1,46.1,34.0,55.0,1017.4,1012.4,1022.0,0.1,9.4,27.0,19.5,13.8,17.8,22.0,55.7,55.4,6.1,15.8,335.0,0.6,3.0,18.7,7.0,15.1,21346.846153846156
02-23T01:00:00,54.8,50.0,60.1,45.8,33.1,55.0,1017.4,1012.1,1021.9,0.1,10.2,27.6,17.0,14.5,18.0,22.9,54.8,54.4,6.0,16.2,52.0,1.0,3.0,28.3,2.0,13.3,20576.083333333336
02-23T02:00:00,54.0,48.9,59.0,45.5,34.0,54.0,1017.1,1011.8,1021.8,0.0,11.1,25.6,19.1,11.4,21.3,22.6,54.0,53.5,5.3,20.9,59.0,1.3,3.0,26.9,2.0,15.4,20082.0
02-23T03:00:00,53.3,48.0,59.0,45.0,34.0,54.0,1016.8,1011.4,1021.6,0.0,11.7,27.4,16.7,13.7,17.9,24.4,53.3,52.7,5.1,23.8,55.0,1.4,3.0,28.1,2.0,16.0,19880.75
02-23T04:00:00,52.7,46.9,57.9,44.6,33.1,53.1,1016.7,1011.1,1021.6,0.0,12.3,24.9,15.0,14.5,19.8,25.8,52.7,52.0,5.1,21.8,70.0,1.8,3.0,33.4,2.0,15.6,19997.041666666668
02-23T05:00:00,52.3,46.0,57.9,44.3,32.0,53.1,1016.9,1011.4,1021.7,0.0,12.8,25.4,17.7,14.4,16.5,26.0,52.3,51.5,5.0,19.8,63.0,2.1,3.0,32.1,2.0,15.9,20660.166666666668
02-23T06:00:00,52.1,46.0,57.9,43.9,32.0,53.1,1017.2,1011.5,1021.9,0.0,12.9,18.5,21.1,18.3,15.9,26.2,52.1,51.3,5.1,17.6,65.0,2.3,3.0,33.9,2.0,18.0,21481.333333333336
02-23T07:00:00,52.7,46.9,59.0,43.7,32.0,53.1,1017.6,1012.1,1022.3,0.0,12.3,13.0,15.8,23.8,23.1,24.4,52.7,51.9,5.7,12.4,70.0,2.8,3.0,35.7,2.0,19.4,21461.0
02-23T08:00:00,54.8,50.0,60.1,44.2,30.9,54.0,1018.1,1012.3,1022.8,0.1,10.2,12.2,17.6,21.5,26.4,22.3,54.8,54.3,5.8,12.2,65.0,2.9,3.0,33.6,2.0,23.6,21106.20833333333
02-23T09:00:00,57.7,52.0,64.0,44.6,32.0,54.0,1018.4,1012.9,1023.2,0.4,7.7,12.7,17.7,23.5,24.3,21.8,57.7,57.6,6.2,12.4,82.0,2.6,3.0,35.1,2.0,14.3,20388.33333333333
02-23T10:00:00,60.2,54.0,68.0,44.4,30.9,54.0,1018.5,1012.9,1023.3,1.0,5.8,12.1,15.4,19.6,29.1,23.8,60.2,60.1,6.6,13.5,107.0,1.2,3.0,26.0,4.0,15.5,19688.166666666668
02-23T11:00:00,62.0,55.0,71.1,44.3,30.0,55.0,1018.4,1012.8,1023.3,1.5,4.5,13.3,18.7,22.6,24.4,21.0,62.0,62.0,7.2,11.6,220.0,2.3,7.0,25.3,6.0,17.8,19003.70833333333
02-23T12:00:00,62.7,55.9,72.0,45.1,30.0,55.0,1017.9,1012.3,1022.8,1.7,4.0,14.4,18.8,24.7,21.9,20.1,62.7,62.7,9.4,3.1,243.0,6.1,7.0,42.9,6.0,26.0,18555.5
02-23T13:00:00,62.7,57.0,72.0,46.1,32.9,55.0,1017.2,1011.6,1021.8,1.5,3.8,14.3,17.1,24.0,26.3,18.2,62.7,62.7,11.3,1.8,247.0,8.7,7.0,52.5,6.0,27.0,18356.375
02-23T14:00:00,62.3,57.0,70.0,46.6,35.6,55.0,1016.6,1011.2,1021.2,1.3,4.0,12.7,17.0,26.6,24.3,19.5,62.3,62.3,12.5,0.7,251.0,10.3,7.0,60.5,6.0,24.4,18622.916666666664
02-23T15:00:00,61.6,56.5,69.1,47.0,37.0,55.0,1016.4,1011.1,1021.0,1.0,4.4,11.5,19.4,27.5,21.9,19.7,61.6,61.6,12.8,0.9,255.0,10.8,7.0,68.0,6.0,18.2,19360.625
02-23T16:00:00,60.6,55.9,66.9,47.3,37.9,55.0,1016.2,1011.1,1020.8,0.7,5.2,11.7,18.1,22.5,26.4,21.3,60.6,60.5,12.9,0.2,255.0,10.9,7.0,68.0,6.0,19.1,20938.25
02-23T17:00:00,59.3,55.0,64.0,47.4,37.9,55.0,1016.3,1011.0,1020.8,0.5,6.1,10.5,23.0,22.5,24.8,19.1,59.3,59.3,12.1,0.0,257.0,10.2,7.0,69.1,6.0,17.7,23491.375
02-23T18:00:00,57.9,54.0,62.1,47.8,39.0,55.0,1016.4,1011.3,1021.1,0.3,7.4,10.3,20.9,28.0,20.6,20.1,57.9,57.8,10.6,1.1,257.0,8.4,7.0,61.9,6.0,22.1,25568.45833333333
02-23T19:00:00,57.5,53.1,62.1,47.7,37.9,55.0,1016.7,1011.7,1021.4,0.2,7.7,17.8,24.4,20.2,18.3,19.3,57.5,57.4,9.3,2.7,260.0,6.9,7.0,56.3,6.0,17.9,25420.33333333333
02-23T20:00:00,57.2,53.1,62.1,47.4,37.9,55.0,1017.0,1011.9,1021.6,0.2,7.9,25.6,20.2,17.0,20.4,16.7,57.2,57.2,8.3,5.8,262.0,5.1,7.0,43.7,6.0,20.5,24906.875
02-23T21:00:00,56.8,53.1,61.0,47.2,37.0,55.0,1017.3,1012.2,1022.0,0.1,8.3,29.8,16.0,18.0,15.5,20.7,56.8,56.7,7.1,12.2,267.0,3.1,7.0,30.3,6.0,17.3,23991.625
02-23T22:00:00,56.5,52.0,61.0,47.0,36.0,55.0,1017.4,1012.6,1022.2,0.1,8.6,27.7,16.2,15.8,18.2,22.1,56.5,56.3,6.5,15.3,265.0,1.5,7.0,23.1,3.0,15.0,22713.291666666668
02-23T23:00:00,56.2,52.0,61.0,46.7,34.0,55.0,1017.4,1012.5,1022.1,0.1,8.9,30.1,16.9,14.7,18.7,19.7,56.2,56.0,6.4,11.8,268.0,1.1,7.0,19.4,3.0,15.6,21425.424242424244
02-24T00:00:00,55.6,51.1,60.1,46.3,34.0,54.0,1017.4,1012.3,1022.0,0.1,9.5,26.8,19.8,14.5,16.0,22.8,55.6,55.3,6.1,15.6,353.0,0.5,3.0,19.5,7.0,14.0,20414.576923076922
02-24T01:00:00,54.8,50.0,60.1,45.9,33.1,54.0,1017.3,1012.0,1021.9,0.0,10.3,27.8,16.9,14.6,17.1,23.6,54.8,54.4,6.1,15.8,57.0,1.1,3.0,29.3,2.0,13.5,19698.583333333336
02-24T02:00:00,53.9,48.9,59.0,45.6,34.0,54.0,1017.1,1011.7,1021.7,0.0,11.1,25.6,18.9,11.7,20.1,23.6,53.9,53.4,5.4,20.9,58.0,1.2,3.0,26.3,2.0,16.1,19364.291666666668
02-24T03:00:00,53.2,48.0,59.0,45.1,34.0,54.0,1016.8,1011.4,1021.6,0.0,11.8,27.0,16.2,15.0,17.5,24.2,53.2,52.7,5.2,23.3,54.0,1.5,3.0,28.3,2.0,16.6,19258.708333333336
02-24T04:00:00,52.7,46.9,57.9,44.7,33.1,53.1,1016.6,1011.1,1021.6,0.0,12.3,24.7,13.8,16.1,19.8,25.6,52.7,52.0,5.1,21.2,68.0,1.8,3.0,32.8,2.0,16.6,19683.875
