date,HLY_TEMP_NORMAL_LA,HLY_TEMP_10PCTL_LA,HLY_TEMP_90PCTL_LA,HLY_DEWP_NORMAL_LA,HLY_DEWP_10PCTL_LA,HLY_DEWP_90PCTL_LA,HLY_PRES_NORMAL_LA,HLY_PRES_10PCTL_LA,HLY_PRES_90PCTL_LA,HLY_CLDH_NORMAL_LA,HLY_HTDH_NORMAL_LA,HLY_CLOD_PCTCLR_LA,HLY_CLOD_PCTFEW_LA,HLY_CLOD_PCTSCT_LA,HLY_CLOD_PCTBKN_LA,HLY_CLOD_PCTOVC_LA,HLY_HIDX_NORMAL_LA,HLY_WCHL_NORMAL_LA,HLY_WIND_AVGSPD_LA,HLY_WIND_PCTCLM_LA,HLY_WIND_VCTDIR_LA,HLY_WIND_VCTSPD_LA,HLY_WIND_1STDIR_LA,HLY_WIND_1STPCT_LA,HLY_WIND_2NDDIR_LA,HLY_WIND_2NDPCT_LA,AvgMegawatts2019-2020
08-10T07:00:00,68.0,64.0,73.0,61.6,57.9,66.0,1013.9,1011.6,1016.1,3.3,0.3,19.856790123456783,19.6,10.408641975308642,11.25,31.18096000000001,68.3,68.0,3.8,26.2,206.0,1.3,6.0,17.5,7.0,16.8,24320.666666666668
08-10T08:00:00,70.1,64.9,75.9,61.5,57.0,64.9,1014.1,1011.7,1016.4,5.3,0.1,20.809053497942383,19.6,10.77818930041152,11.275,31.197152,70.4,70.1,4.4,20.0,221.0,2.1,7.0,23.7,6.0,22.0,24977.041666666668
08-10T09:00:00,72.0,66.9,78.6,61.5,57.0,64.9,1014.2,1011.8,1016.6,7.0,0.0,14.1,23.4,26.3,17.6,18.6,72.3,72.0,6.1,9.1,245.0,4.6,7.0,49.1,6.0,21.9,25452.25
08-10T10:00:00,73.1,68.0,79.0,61.7,57.0,66.0,1014.3,1011.9,1016.6,8.1,0.0,13.9,30.7,26.3,14.8,14.3,73.4,73.1,8.3,1.8,250.0,7.6,7.0,61.8,6.0,30.0,26052.0
08-10T11:00:00,73.8,69.1,79.0,61.5,57.9,64.9,1014.2,1011.7,1016.4,8.8,0.0,17.4,38.0,26.9,10.9,6.8,74.1,73.8,9.8,0.2,252.0,9.4,7.0,69.4,6.0,27.9,27015.916666666668
08-10T12:00:00,74.2,70.0,80.1,61.5,57.9,64.9,1013.9,1011.5,1016.1,9.2,0.0,20.3,37.8,30.0,7.7,4.1,74.5,74.2,11.4,0.2,254.0,11.1,7.0,74.1,6.0,24.7,28162.125
08-10T13:00:00,74.2,70.0,80.1,61.3,57.0,64.9,1013.5,1011.2,1015.7,9.2,0.0,21.9,37.0,28.6,9.9,2.6,74.5,74.2,12.8,0.0,255.0,12.5,7.0,74.9,6.0,24.6,29686.083333333336
08-10T14:00:00,73.9,70.0,79.0,61.2,57.9,64.9,1013.0,1010.7,1015.2,8.9,0.0,19.3,37.9,31.4,8.6,2.9,74.1,73.9,13.5,0.0,256.0,13.2,7.0,81.6,6.0,17.7,31172.291666666668
08-10T15:00:00,73.3,69.1,78.1,61.3,57.9,64.9,1012.5,1010.2,1014.7,8.3,0.0,16.9,37.9,32.4,10.5,2.4,73.5,73.3,13.9,0.0,257.0,13.6,7.0,85.4,6.0,13.6,32598.666666666664
08-10T16:00:00,72.3,68.0,77.0,61.3,57.9,66.0,1012.2,1009.8,1014.4,7.3,0.0,16.3,37.3,31.2,11.0,4.2,72.5,72.3,13.7,0.0,257.0,13.4,7.0,86.3,6.0,12.7,33773.833333333336
08-10T17:00:00,70.9,66.9,75.0,61.3,57.9,64.9,1011.9,1009.5,1014.1,6.0,0.0,17.5,35.6,30.0,12.7,4.1,71.1,70.9,12.9,0.0,256.0,12.6,7.0,79.8,6.0,19.2,34746.41666666667
08-10T18:00:00,69.3,64.9,73.9,61.2,57.9,64.9,1011.9,1009.5,1014.1,4.4,0.1,18.7,38.4,23.2,12.3,7.4,69.5,69.3,11.7,0.0,255.0,11.3,7.0,74.8,6.0,24.0,35021.33333333333
08-10T19:00:00,67.7,64.0,72.0,61.2,57.9,64.9,1012.1,1009.6,1014.4,3.1,0.3,18.5,32.7,23.4,12.7,12.7,68.0,67.7,10.1,0.0,254.0,9.8,7.0,67.6,6.0,30.7,34057.041666666664
08-10T20:00:00,67.2,63.0,71.1,61.3,57.9,64.9,1012.6,1010.0,1014.8,2.6,0.4,28.9,25.8,19.0,13.0,13.3,67.4,67.2,8.3,1.1,251.0,7.8,7.0,56.4,6.0,37.2,33208.16666666667
08-10T21:00:00,67.0,63.0,71.1,61.3,57.9,64.9,1013.1,1010.5,1015.4,2.5,0.5,32.6,24.7,16.0,12.0,14.8,67.2,67.0,6.9,4.7,248.0,6.3,7.0,48.5,6.0,37.3,31620.833333333332
08-10T22:00:00,66.8,63.0,71.1,61.3,57.9,64.9,1013.2,1010.7,1015.4,2.3,0.6,26.7,21.9,14.7,17.3,19.4,67.1,66.8,6.0,6.0,244.0,5.0,7.0,40.1,6.0,38.6,29187.791666666664
08-10T23:00:00,66.6,63.0,71.1,61.4,57.9,64.9,1013.3,1010.8,1015.5,2.2,0.6,27.5,27.3,15.2,12.6,17.4,66.9,66.6,5.1,11.6,244.0,3.6,6.0,33.3,7.0,32.8,26892.5
08-11T00:00:00,66.4,63.0,70.0,61.4,57.9,64.9,1013.2,1010.8,1015.4,2.1,0.6,25.4,24.1,17.6,12.6,20.3,66.7,66.4,4.5,17.1,247.0,2.8,7.0,32.6,6.0,22.3,25123.346153846156
08-11T01:00:00,66.3,62.6,70.0,61.4,57.9,64.9,1013.0,1010.6,1015.3,2.0,0.7,24.9,25.5,12.6,10.7,26.3,66.6,66.3,4.3,18.2,249.0,2.3,7.0,30.9,6.0,17.8,23705.541666666664
08-11T02:00:00,66.1,63.0,70.0,61.4,57.9,64.9,1012.9,1010.4,1015.2,1.8,0.7,23.6,24.2,10.4,11.3,30.5,66.4,66.1,3.5,28.2,252.0,1.5,7.0,25.3,6.0,13.8,22719.708333333336
08-11T03:00:00,66.0,62.1,70.0,61.3,57.9,64.9,1012.8,1010.3,1015.1,1.7,0.7,24.633333333333336,24.2,13.533333333333331,11.0,22.78,66.3,66.0,3.5,29.1,255.0,1.3,7.0,25.3,6.0,10.8,22103.083333333336
08-11T04:00:00,65.9,62.1,69.8,61.2,57.9,64.9,1012.8,1010.3,1015.1,1.7,0.8,17.2,20.0,9.5,11.2,42.1,66.2,65.9,3.3,31.8,246.0,1.0,7.0,23.6,3.0,12.2,21962.166666666664
08-11T05:00:00,65.9,62.1,70.0,61.2,57.0,64.9,1013.0,1010.5,1015.2,1.7,0.8,21.811111111111117,20.0,11.144444444444446,11.1,28.396,66.2,65.9,3.2,35.1,258.0,0.6,7.0,19.2,3.0,12.7,22465.625
08-11T06:00:00,66.5,63.0,70.0,61.4,57.0,64.9,1013.5,1011.1,1015.6,2.1,0.6,21.21481481481481,20.0,11.392592592592592,11.15,30.0152,66.8,66.5,3.4,30.4,226.0,0.6,7.0,15.5,3.0,11.6,22912.75
08-11T07:00:00,68.0,64.0,73.0,61.6,57.9,66.0,1013.9,1011.5,1016.1,3.3,0.3,20.075308641975308,20.0,10.679012345679013,11.125,30.75824,68.3,68.0,3.7,26.4,202.0,1.3,6.0,17.4,7.0,16.0,23377.291666666664
08-11T08:00:00,70.2,64.9,75.9,61.5,57.0,64.9,1014.1,1011.7,1016.4,5.3,0.1,21.033744855967083,20.0,11.07201646090535,11.1375,30.809888,70.4,70.2,4.4,20.2,221.0,2.1,7.0,23.4,6.0,20.7,23900.45833333333
08-11T09:00:00,72.1,66.9,79.0,61.5,57.0,64.9,1014.2,1011.7,1016.6,7.1,0.0,14.7,23.3,25.9,17.4,18.7,72.3,72.1,6.1,8.4,245.0,4.6,7.0,48.8,6.0,22.1,24123.375
08-11T10:00:00,73.1,68.0,79.0,61.7,57.0,66.0,1014.3,1011.9,1016.6,8.1,0.0,14.2,30.9,26.2,14.6,14.2,73.4,73.1,8.3,1.6,250.0,7.6,7.0,62.2,6.0,29.3,24636.08333333333
08-11T11:00:00,73.9,69.1,80.1,61.5,57.7,64.9,1014.1,1011.7,1016.4,8.9,0.0,17.9,37.8,27.4,10.4,6.5,74.2,73.9,9.9,0.2,253.0,9.4,7.0,70.7,6.0,26.6,25407.333333333336
08-11T12:00:00,74.3,70.0,80.1,61.5,57.9,65.7,1013.8,1011.4,1016.1,9.3,0.0,20.0,39.2,30.0,7.0,3.8,74.6,74.3,11.4,0.2,254.0,11.1,7.0,75.4,6.0,23.4,26576.416666666668
08-11T13:00:00,74.3,70.0,80.1,61.3,57.0,64.9,1013.5,1011.1,1015.7,9.3,0.0,23.9,36.6,27.5,9.3,2.6,74.6,74.3,12.7,0.2,255.0,12.4,7.0,76.2,6.0,23.1,28080.291666666664
08-11T14:00:00,73.9,70.0,79.0,61.2,57.9,64.9,1013.0,1010.6,1015.2,8.9,0.0,21.1,37.9,29.6,8.3,3.1,74.2,73.9,13.5,0.0,256.0,13.2,7.0,82.1,6.0,17.1,29786.75
08-11T15:00:00,73.3,69.1,78.1,61.3,57.9,64.9,1012.5,1010.2,1014.7,8.3,0.0,17.7,38.2,31.8,9.7,2.6,73.6,73.3,13.8,0.0,257.0,13.6,7.0,85.9,6.0,13.0,31648.333333333336
08-11T16:00:00,72.4,68.0,77.0,61.3,57.9,66.0,1012.1,1009.8,1014.4,7.4,0.0,17.0,37.4,31.2,10.2,4.2,72.6,72.4,13.7,0.0,258.0,13.4,7.0,86.0,6.0,13.0,33108.54166666667
08-11T17:00:00,70.9,66.9,75.2,61.3,57.9,66.0,1011.9,1009.5,1014.2,6.0,0.0,17.3,35.5,30.7,12.7,3.8,71.1,70.9,12.9,0.0,256.0,12.6,7.0,80.3,6.0,18.7,34479.791666666664
08-11T18:00:00,69.3,64.9,73.9,61.2,57.9,64.9,1011.8,1009.5,1014.1,4.4,0.1,19.4,37.5,23.0,12.0,8.1,69.5,69.3,11.7,0.0,256.0,11.4,7.0,76.5,6.0,22.5,34934.41666666667
08-11T19:00:00,67.8,64.0,72.0,61.2,57.9,64.9,1012.1,1009.6,1014.4,3.1,0.3,18.4,33.3,23.2,12.1,12.9,68.0,67.8,10.1,0.0,254.0,9.8,7.0,68.8,6.0,29.7,34092.791666666664
08-11T20:00:00,67.2,64.0,72.0,61.3,57.9,64.9,1012.5,1010.0,1014.8,2.6,0.4,30.0,25.1,18.0,13.3,13.6,67.5,67.2,8.3,0.9,252.0,7.9,7.0,57.6,6.0,36.4,33271.625
08-11T21:00:00,67.0,63.0,71.1,61.3,57.9,64.9,1013.0,1010.4,1015.4,2.5,0.5,32.7,25.3,15.6,11.2,15.3,67.3,67.0,6.9,4.7,248.0,6.3,7.0,48.5,6.0,37.0,31530.125
08-11T22:00:00,66.8,63.0,71.1,61.3,57.9,64.9,1013.2,1010.7,1015.4,2.4,0.5,27.5,22.4,14.1,17.3,18.7,67.1,66.8,5.9,6.7,244.0,5.1,7.0,40.6,6.0,38.7,28900.0
08-11T23:00:00,66.7,63.0,71.1,61.4,57.9,64.9,1013.2,1010.8,1015.5,2.2,0.5,27.9,28.7,14.7,11.8,16.9,67.0,66.7,5.0,12.0,244.0,3.7,6.0,33.7,7.0,31.8,26486.63636363636
08-12T00:00:00,66.5,63.0,70.0,61.4,57.9,64.9,1013.2,1010.8,1015.4,2.1,0.6,25.9,24.9,17.1,12.0,20.1,66.8,66.5,4.5,17.1,246.0,2.8,7.0,32.4,6.0,22.3,24750.73076923077
08-12T01:00:00,66.3,63.0,70.0,61.4,57.9,64.9,1013.0,1010.5,1015.3,2.0,0.7,26.0,24.9,12.6,10.7,25.7,66.6,66.3,4.4,17.8,250.0,2.3,7.0,30.3,6.0,17.5,23494.875
08-12T02:00:00,66.2,63.0,70.0,61.4,57.9,64.9,1012.8,1010.3,1015.2,1.9,0.7,25.6,23.6,9.7,11.1,30.0,66.5,66.2,3.5,28.0,251.0,1.5,7.0,25.1,6.0,13.3,22710.5
08-12T03:00:00,66.1,63.0,70.0,61.3,57.9,64.9,1012.7,1010.2,1015.1,1.8,0.7,25.83333333333333,23.6,13.133333333333336,10.9,22.28,66.4,66.1,3.4,29.1,253.0,1.3,7.0,25.6,6.0,10.9,22251.83333333333
08-12T04:00:00,66.0,62.1,70.0,61.2,57.9,64.9,1012.7,1010.2,1015.1,1.7,0.8,17.6,20.1,8.5,11.8,42.0,66.2,66.0,3.3,31.5,246.0,0.9,7.0,23.0,3.0,12.5,22428.08333333333
08-12T05:00:00,65.9,62.1,70.0,61.2,57.2,64.9,1013.0,1010.5,1015.1,1.7,0.8,23.01111111111111,20.1,10.444444444444445,11.35,28.016,66.2,65.9,3.2,34.4,260.0,0.5,7.0,19.4,3.0,13.2,23470.166666666664
08-12T06:00:00,66.5,63.0,70.0,61.4,57.9,64.9,1013.4,1011.1,1015.6,2.1,0.6,22.14814814814815,20.1,10.692592592592591,11.575,29.599200000000003,66.8,66.5,3.5,29.8,219.0,0.6,7.0,15.5,3.0,12.0,24835.791666666664
08-12T07:00:00,68.1,64.0,73.0,61.6,57.9,66.0,1013.8,1011.4,1016.1,3.3,0.3,20.91975308641976,20.1,9.87901234567901,11.4625,30.37904,68.3,68.1,3.8,25.8,200.0,1.2,6.0,16.8,7.0,15.5,25926.541666666668
08-12T08:00:00,70.2,64.9,75.9,61.5,57.0,64.9,1014.1,1011.6,1016.4,5.3,0.1,22.026337448559676,20.1,10.338683127572017,11.51875,30.454848,70.4,70.2,4.4,20.4,219.0,2.0,7.0,23.4,6.0,20.5,26677.041666666668
08-12T09:00:00,72.1,66.9,79.0,61.5,57.0,65.8,1014.2,1011.7,1016.6,7.1,0.1,14.7,24.6,24.9,17.4,18.4,72.4,72.1,6.1,8.4,245.0,4.6,7.0,48.9,6.0,21.7,27101.083333333336
08-12T10:00:00,73.2,68.0,79.0,61.6,57.9,66.0,1014.3,1011.7,1016.6,8.3,0.0,14.6,32.0,26.0,14.4,13.0,73.5,73.2,8.3,1.6,250.0,7.5,7.0,62.2,6.0,29.0,27815.375
08-12T11:00:00,74.0,69.1,80.1,61.5,57.9,64.9,1014.1,1011.7,1016.5,9.0,0.0,19.1,39.1,25.1,10.1,6.5,74.3,74.0,9.8,0.7,253.0,9.3,7.0,70.2,6.0,26.4,28937.0
08-12T12:00:00,74.4,70.0,80.1,61.5,57.9,66.0,1013.8,1011.4,1016.1,9.4,0.0,20.5,41.4,27.0,7.0,4.1,74.7,74.4,11.3,0.2,254.0,11.0,7.0,75.1,6.0,23.4,30571.041666666668
08-12T13:00:00,74.4,70.0,80.1,61.3,57.9,66.0,1013.4,1011.0,1015.7,9.4,0.0,24.5,39.1,24.7,9.1,2.6,74.7,74.4,12.6,0.2,255.0,12.3,7.0,75.9,6.0,23.1,32612.791666666668
08-12T14:00:00,74.0,70.0,79.5,61.3,57.9,64.9,1012.9,1010.6,1015.2,9.0,0.0,21.6,39.4,27.6,8.8,2.6,74.3,74.0,13.4,0.0,256.0,13.1,7.0,83.1,6.0,15.8,34726.0
08-12T15:00:00,73.4,69.1,79.0,61.3,57.9,66.0,1012.4,1010.1,1014.7,8.4,0.0,18.1,39.3,31.3,9.2,2.1,73.6,73.4,13.8,0.0,258.0,13.5,7.0,87.0,6.0,11.7,36613.875
08-12T16:00:00,72.4,68.0,77.0,61.3,57.9,66.0,1012.1,1009.6,1014.4,7.5,0.0,17.0,39.2,29.8,10.0,4.0,72.7,72.4,13.7,0.0,257.0,13.3,7.0,85.7,6.0,13.0,38040.08333333333
08-12T17:00:00,71.0,66.9,75.9,61.3,57.9,66.0,1011.8,1009.4,1014.2,6.0,0.0,17.1,37.8,28.7,12.3,4.1,71.2,71.0,12.9,0.0,256.0,12.6,7.0,80.6,6.0,18.4,39028.125
08-12T18:00:00,69.3,64.9,73.9,61.2,57.9,64.9,1011.8,1009.3,1014.1,4.4,0.1,18.4,38.5,22.8,12.3,8.1,69.5,69.3,11.6,0.0,256.0,11.3,7.0,76.8,6.0,22.0,39013.20833333333
08-12T19:00:00,67.8,64.0,72.0,61.2,57.9,64.9,1012.0,1009.5,1014.5,3.1,0.3,17.9,34.0,22.7,12.6,12.8,68.1,67.8,10.1,0.0,255.0,9.8,7.0,69.6,6.0,29.0,37749.708333333336
08-12T20:00:00,67.3,64.0,72.0,61.3,57.9,64.9,1012.5,1009.9,1014.9,2.6,0.4,29.6,25.1,17.0,13.6,14.7,67.5,67.3,8.3,0.9,252.0,7.9,7.0,57.9,6.0,36.1,36573.458333333336
08-12T21:00:00,67.1,63.0,71.1,61.3,57.9,64.9,1013.0,1010.4,1015.4,2.5,0.5,32.5,25.3,15.6,10.2,16.4,67.3,67.1,7.0,4.7,249.0,6.3,7.0,49.6,6.0,36.2,34394.33333333333
08-12T22:00:00,66.9,63.0,71.6,61.4,57.9,64.9,1013.1,1010.7,1015.4,2.4,0.5,26.5,22.7,14.2,16.7,20.0,67.2,66.9,5.9,6.7,246.0,5.1,7.0,42.7,6.0,37.3,31294.958333333336
08-12T23:00:00,66.7,63.0,71.1,61.4,57.9,64.9,1013.2,1010.8,1015.5,2.3,0.5,28.1,27.5,14.2,12.8,17.4,67.0,66.7,5.0,11.8,244.0,3.6,6.0,33.0,7.0,32.0,28534.86363636364
08-13T00:00:00,66.5,63.0,71.1,61.4,57.9,64.9,1013.2,1010.8,1015.5,2.1,0.6,26.2,24.3,16.2,12.7,20.5,66.8,66.5,4.5,16.4,247.0,2.9,7.0,33.3,6.0,21.7,26509.692307692305
08-13T01:00:00,66.4,63.0,70.0,61.4,57.9,64.9,1012.9,1010.5,1015.3,2.0,0.6,26.6,25.0,11.3,10.8,26.3,66.7,66.4,4.3,18.2,252.0,2.4,7.0,30.9,6.0,17.5,24929.583333333336
08-13T02:00:00,66.2,63.0,70.2,61.4,57.9,64.9,1012.8,1010.3,1015.2,1.9,0.7,26.96666666666667,25.0,13.9,11.75,20.12,66.5,66.2,3.5,29.1,252.0,1.6,7.0,25.7,6.0,12.5,23949.041666666664
08-13T03:00:00,66.1,63.0,70.0,61.3,57.9,64.9,1012.7,1010.2,1015.1,1.8,0.7,26.58888888888889,25.0,13.8,11.275,20.864,66.4,66.1,3.4,30.0,252.0,1.3,7.0,25.7,6.0,10.5,23376.875
08-13T04:00:00,66.0,62.1,70.0,61.2,57.9,64.9,1012.7,1010.2,1015.1,1.7,0.7,17.8,19.9,8.6,11.3,42.4,66.3,66.0,3.3,31.8,251.0,0.9,7.0,24.1,3.0,13.1,23462.958333333336
08-13T05:00:00,66.0,62.1,70.0,61.2,57.0,64.9,1012.9,1010.5,1015.1,1.7,0.8,23.785185185185185,19.9,12.1,11.2875,26.0368,66.2,66.0,3.3,33.3,257.0,0.6,7.0,19.3,3.0,12.9,24478.75
08-13T06:00:00,66.6,63.0,71.1,61.4,57.9,64.9,1013.4,1011.0,1015.6,2.2,0.6,22.72469135802469,19.9,11.5,11.29375,27.14416,66.9,66.6,3.5,29.8,212.0,0.6,7.0,14.9,3.0,12.6,25891.125
08-13T07:00:00,68.1,64.0,73.0,61.6,57.9,66.0,1013.8,1011.4,1016.1,3.4,0.3,21.43662551440329,19.9,10.733333333333334,11.290625000000002,27.312992,68.3,68.1,3.8,25.6,203.0,1.2,7.0,17.2,6.0,16.3,26965.541666666664
08-13T08:00:00,70.2,64.9,75.9,61.5,57.9,65.5,1014.0,1011.6,1016.4,5.3,0.1,22.648834019204383,19.9,11.444444444444445,11.2921875,28.7515904,70.4,70.2,4.4,20.2,221.0,2.0,7.0,24.3,6.0,20.2,27838.875
08-13T09:00:00,72.1,66.9,79.0,61.5,57.0,66.0,1014.1,1011.7,1016.6,7.2,0.1,16.0,24.3,23.3,17.4,19.0,72.4,72.1,6.1,8.9,246.0,4.5,7.0,48.8,6.0,22.1,28752.083333333336
08-13T10:00:00,73.3,68.0,79.0,61.6,57.9,66.0,1014.2,1011.7,1016.6,8.3,0.0,15.8,31.6,24.4,15.6,12.6,73.6,73.3,8.3,1.8,250.0,7.6,7.0,62.4,6.0,28.8,29965.208333333336
08-13T11:00:00,74.0,69.1,80.1,61.5,57.9,66.0,1014.1,1011.7,1016.5,9.0,0.0,20.9,38.1,24.0,10.2,6.8,74.3,74.0,9.7,0.7,253.0,9.2,7.0,70.4,6.0,26.2,31492.416666666668
08-13T12:00:00,74.4,70.0,80.1,61.5,57.9,66.0,1013.8,1011.3,1016.1,9.4,0.0,21.3,41.5,25.4,7.5,4.3,74.7,74.4,11.3,0.2,254.0,11.0,7.0,76.4,6.0,22.1,33255.791666666664
08-13T13:00:00,74.4,70.0,80.1,61.4,57.9,66.0,1013.4,1010.9,1015.7,9.4,0.0,25.0,39.4,23.6,9.1,2.9,74.7,74.4,12.6,0.2,255.0,12.3,7.0,75.9,6.0,23.1,35681.04166666667
08-13T14:00:00,74.0,70.0,79.5,61.3,57.9,66.0,1012.9,1010.5,1015.2,9.0,0.0,22.4,38.8,27.4,8.6,2.9,74.3,74.0,13.4,0.0,256.0,13.0,7.0,83.1,6.0,15.8,37836.208333333336
08-13T15:00:00,73.4,69.1,78.1,61.3,57.9,66.0,1012.4,1010.0,1014.7,8.4,0.0,18.8,38.8,30.6,9.4,2.4,73.6,73.4,13.8,0.0,258.0,13.5,7.0,88.3,6.0,10.4,39632.83333333333
08-13T16:00:00,72.4,68.0,77.0,61.3,57.9,66.0,1012.1,1009.6,1014.4,7.4,0.0,17.4,39.7,29.6,9.9,3.5,72.6,72.4,13.7,0.0,257.0,13.3,7.0,85.5,6.0,13.2,40869.54166666667
08-13T17:00:00,70.9,66.9,75.9,61.3,57.9,66.0,1011.8,1009.3,1014.2,6.0,0.0,17.4,37.8,28.6,11.9,4.4,71.1,70.9,13.0,0.0,257.0,12.6,7.0,82.1,6.0,16.9,41373.79166666666
08-13T18:00:00,69.3,64.9,73.9,61.2,57.9,64.9,1011.8,1009.3,1014.1,4.4,0.1,19.4,37.8,22.9,11.5,8.4,69.5,69.3,11.7,0.0,256.0,11.3,7.0,77.8,6.0,20.7,41082.25
08-13T19:00:00,67.8,64.0,72.0,61.3,57.9,64.9,1012.0,1009.5,1014.4,3.1,0.3,18.8,33.7,22.6,12.3,12.6,68.0,67.8,10.2,0.0,255.0,9.8,7.0,68.2,6.0,30.4,39758.54166666667
08-13T20:00:00,67.2,63.0,72.0,61.3,57.9,64.9,1012.5,1009.9,1014.7,2.6,0.4,30.9,24.4,17.9,12.7,14.0,67.5,67.2,8.3,1.1,252.0,7.8,7.0,57.7,6.0,36.6,38843.66666666667
08-13T21:00:00,67.1,63.0,71.1,61.3,57.9,64.9,1013.0,1010.4,1015.4,2.5,0.5,34.2,25.3,15.3,9.2,16.1,67.3,67.1,7.0,4.2,249.0,6.4,7.0,48.7,6.0,37.8,36559.875
08-13T22:00:00,66.9,63.0,71.6,61.4,57.9,65.3,1013.1,1010.7,1015.4,2.4,0.5,28.7,22.6,13.3,15.6,19.8,67.2,66.9,5.9,6.5,245.0,5.1,7.0,41.5,6.0,38.5,33192.20833333333
08-13T23:00:00,66.7,63.0,71.1,61.4,57.9,65.1,1013.2,1010.8,1015.4,2.3,0.5,29.6,26.9,13.3,13.1,17.1,67.0,66.7,5.0,11.8,243.0,3.6,6.0,33.3,7.0,32.2,30275.545454545456
08-14T00:00:00,66.6,63.0,71.1,61.5,57.9,64.9,1013.1,1010.7,1015.3,2.1,0.6,27.2,23.9,15.1,13.7,20.2,66.9,66.6,4.4,17.1,246.0,2.8,7.0,33.0,6.0,22.2,28004.576923076922
08-14T01:00:00,66.4,63.0,71.1,61.4,57.9,64.9,1012.9,1010.5,1015.3,2.0,0.6,28.0,24.3,11.2,11.2,25.3,66.7,66.4,4.4,17.3,249.0,2.4,7.0,31.8,6.0,17.2,26278.75
08-14T02:00:00,66.2,63.0,71.1,61.4,57.9,64.9,1012.8,1010.3,1015.2,1.9,0.7,27.7,22.7,9.4,10.0,30.2,66.5,66.2,3.5,30.0,252.0,1.6,7.0,25.8,6.0,12.3,25068.083333333336
08-14T03:00:00,66.1,63.0,70.0,61.3,57.9,64.9,1012.7,1010.2,1015.1,1.8,0.7,27.633333333333336,22.7,11.9,10.6,22.520000000000003,66.4,66.1,3.4,30.2,253.0,1.3,7.0,26.8,6.0,9.4,24412.916666666664
08-14T04:00:00,66.0,62.1,70.0,61.3,57.9,64.9,1012.7,1010.2,1015.0,1.7,0.7,18.5,19.7,8.6,12.0,41.2,66.3,66.0,3.2,32.5,253.0,0.9,7.0,24.0,3.0,12.4,24406.083333333336
08-14T05:00:00,66.0,62.1,70.0,61.3,57.9,64.9,1012.9,1010.5,1015.1,1.7,0.8,24.611111111111114,19.7,9.966666666666669,11.3,27.884000000000004,66.3,66.0,3.3,32.9,256.0,0.7,7.0,20.2,3.0,12.2,25345.375
08-14T06:00:00,66.6,63.0,71.1,61.4,57.9,65.3,1013.4,1011.0,1015.6,2.2,0.6,23.58148148148149,19.7,10.155555555555557,11.65,29.420800000000003,66.9,66.6,3.5,29.8,216.0,0.6,7.0,15.4,3.0,12.4,26756.208333333336
08-14T07:00:00,68.0,64.0,73.0,61.6,57.9,66.0,1013.8,1011.4,1016.1,3.3,0.3,22.230864197530867,19.7,9.574074074074074,11.475,30.244960000000003,68.3,68.0,3.8,26.0,199.0,1.2,6.0,16.8,7.0,16.7,27998.666666666664
08-14T08:00:00,70.2,64.9,75.9,61.5,57.9,64.9,1014.0,1011.5,1016.4,5.3,0.1,23.474485596707822,19.7,9.898765432098765,11.5625,30.253952000000005,70.4,70.2,4.4,19.8,220.0,2.0,7.0,24.2,6.0,20.1,29190.0
08-14T09:00:00,72.1,66.9,79.0,61.5,57.0,65.8,1014.1,1011.7,1016.6,7.2,0.1,16.7,25.2,22.5,16.4,19.1,72.4,72.1,5.9,9.6,245.0,4.4,7.0,47.5,6.0,21.7,30387.58333333333
08-14T10:00:00,73.3,68.0,79.0,61.6,57.9,66.0,1014.2,1011.7,1016.6,8.3,0.0,17.2,31.3,24.4,14.8,12.3,73.6,73.3,8.2,1.8,250.0,7.5,7.0,61.2,6.0,30.1,32125.083333333332
08-14T11:00:00,74.1,69.1,80.1,61.6,57.9,66.0,1014.1,1011.7,1016.5,9.1,0.0,22.6,37.2,23.1,10.2,6.8,74.4,74.1,9.7,0.7,253.0,9.3,7.0,71.0,6.0,25.8,34355.58333333333
08-14T12:00:00,74.4,70.0,80.1,61.5,57.9,66.0,1013.7,1011.3,1016.1,9.4,0.0,22.3,40.0,25.0,8.3,4.4,74.7,74.4,11.4,0.2,254.0,11.0,7.0,75.9,6.0,22.7,36663.25
08-14T13:00:00,74.4,70.0,80.1,61.4,57.9,66.0,1013.4,1010.9,1015.7,9.4,0.0,26.5,37.6,23.1,9.9,2.9,74.7,74.4,12.6,0.2,255.0,12.3,7.0,76.7,6.0,22.3,39257.25
08-14T14:00:00,74.1,70.0,79.0,61.3,57.9,66.0,1012.9,1010.6,1015.2,9.1,0.0,23.6,38.2,26.7,8.4,3.1,74.3,74.1,13.4,0.0,256.0,13.0,7.0,82.9,6.0,16.1,41565.79166666667
08-14T15:00:00,73.4,69.1,78.1,61.4,57.9,66.0,1012.4,1010.0,1014.7,8.4,0.0,19.4,39.2,29.8,9.5,2.1,73.6,73.4,13.8,0.0,258.0,13.4,7.0,88.1,6.0,10.6,43507.58333333333
08-14T16:00:00,72.4,68.0,77.0,61.4,57.9,66.0,1012.0,1009.6,1014.4,7.5,0.0,18.3,39.7,28.6,9.9,3.5,72.7,72.4,13.6,0.0,258.0,13.3,7.0,85.0,6.0,13.2,44721.79166666667
08-14T17:00:00,71.0,66.9,75.9,61.4,57.9,66.0,1011.8,1009.4,1014.2,6.0,0.0,17.3,38.7,27.5,11.9,4.6,71.2,71.0,12.9,0.0,257.0,12.6,7.0,82.6,6.0,16.6,45089.70833333333
